MACHINE,DATE_TIME,TOTAL_TIME,DIR,LOSS_VAL_CRITERION,RMSE_VAL_CRITERION,PLCC_VAL_CRITERION,SROCC_VAL_CRITERION,TRAIN_DATA_SIZE,TEST_DATA_SIZE,MODEL,DATABASE,CNN_EXTRACTION,DEVICE,BATCH_SIZE,NUM_WORKERS,NUM_EPOCHS,SEED,LEARNING_RATE
GPU 0: Tesla V100-SXM2-16GB (UUID: GPU-7f8738b6-91e2-be37-620d-a7074c21b4d3),2024-03-27 14:57:08,0:37:50 (Hour:Minute:Second),20240327_145708,0.02997973673045635,0.17314657707153522,0.7974563994466398,0.728116519536548,640,160,LSTM,SCVD,ResNet101,cuda,32,0,1000,22035001,1e-05
