second,train_L1Loss,train_RMSE,train_PLCC,train_SROCC,test_L1Loss,test_RMSE,test_PLCC,test_SROCC
3,0.4725231260061264,0.5388789977258377,-0.08706968240582356,-0.08139638093755554,0.37311293482780455,0.4316658001168766,-0.29704938774687983,-0.27267819801787696
6,0.2824248157441616,0.3408623667342774,-0.07200916668897096,-0.06561539558942729,0.26477526426315307,0.3096279633566443,-0.2842295798343883,-0.25480620979499996
9,0.23070183247327805,0.2723304623747462,-0.11399185502763319,-0.08165248362283321,0.242999267578125,0.2905445967696038,-0.2545667746401413,-0.22193347080144593
11,0.22410293146967888,0.26524926898535456,-0.08534534715256285,-0.06852554273161873,0.23905589878559114,0.2869592160878573,-0.21433430531356232,-0.1750238964675962
14,0.222078537940979,0.26308339509360507,-0.06612848341203709,-0.04600429454409679,0.23587211966514587,0.2828728722687323,-0.16306507631667724,-0.1280322867779693
17,0.21990650072693824,0.26052698863468,-0.03299572305044676,-0.018046533470743937,0.23280005753040314,0.2791789975843997,-0.10454372127119821,-0.08461360981585038
20,0.21795221269130707,0.2574377792441731,0.001232547619860403,0.011055869187454635,0.22980304956436157,0.2747092669091179,-0.028774899116105417,-0.03990727075144384
22,0.215823707729578,0.2552872539827864,0.03516747767016948,0.03904810213128933,0.22630104422569275,0.27118771749168114,0.03253273873153834,0.006435380677303164
25,0.2133960284292698,0.25225954076057333,0.07929967241266597,0.07167787507748025,0.2225544720888138,0.26693570933552035,0.11258896907819048,0.05849560342030335
28,0.21102066859602928,0.2495622969282324,0.12227301565613982,0.09388756121804952,0.21865394711494446,0.26307304709529666,0.1807510951351422,0.07638370573092228
30,0.20844913497567177,0.24695041692807734,0.16557221780305048,0.11593069101231217,0.21452367007732392,0.2596134738234436,0.22949927307926096,0.0964237712136237
33,0.2061092421412468,0.24505675165429253,0.19854992670980118,0.13269835390832377,0.21017304062843323,0.25630631116099684,0.27619371207169696,0.1189102481989648
36,0.20346328094601632,0.24260650642016188,0.23484187285503777,0.15742621561316347,0.20642743706703187,0.25375498394967905,0.31757998159926554,0.13467129092764787
39,0.2008485585451126,0.24014576596415915,0.26966693547327664,0.17885343422258204,0.20321311950683593,0.2516623585180368,0.34628680515713217,0.1560473607758627
41,0.19870831593871116,0.23841588430704075,0.29172742383291034,0.19503188876267333,0.19996387958526612,0.248917345614845,0.36623867625992956,0.18388371489152736
44,0.1970734938979149,0.236923788619241,0.3099448688941552,0.21581799165639615,0.1978066682815552,0.24687007456659835,0.38122213335514565,0.20346233149798237
47,0.1958834283053875,0.23687237870318786,0.320072165145261,0.22835961815361078,0.1958267092704773,0.24471938342152605,0.3968004719383012,0.22749283107241464
49,0.19407069236040114,0.233686851494325,0.34632998246746416,0.2561852109565125,0.1962551146745682,0.2436940629570902,0.41661003231706956,0.2529355106998677
52,0.19283513352274895,0.23361844869666948,0.35548269635657637,0.2695780728230334,0.19368153512477876,0.2415026234715774,0.42233003691541826,0.2626464459399867
55,0.19128088355064393,0.23178089572219568,0.3696451342792035,0.2882882132313507,0.19446541070938111,0.24075102655393257,0.4408357914563206,0.2940147151052707
58,0.1896836057305336,0.23003765490710804,0.3861490668555845,0.31537285337855664,0.1911677122116089,0.23837892444715905,0.4434668081305181,0.3031103851770611
60,0.18906606659293174,0.23014650759752717,0.3898262830596039,0.32070094515402736,0.19054967761039734,0.2369347967639431,0.4551015317550158,0.3310697923263915
63,0.18763785883784295,0.2285696709604977,0.4027456846974299,0.33844622059023516,0.19019784927368164,0.23554174902056743,0.46769205324759605,0.3501561967981836
66,0.1864652454853058,0.22735821423920272,0.4130182095268843,0.3559206322181956,0.1903903752565384,0.23512034219947758,0.4764519442245022,0.3640802335242857
69,0.18515777811408043,0.22688720235306226,0.4219566088315407,0.3686145884142995,0.18940785825252532,0.2340169045803892,0.4820471807221709,0.38120071929156135
71,0.18404054194688796,0.22529643808809807,0.43041473853612183,0.38115225202268566,0.18840291500091552,0.2327920507161477,0.4885484974416297,0.3951804228662266
74,0.18326138481497764,0.225137808496123,0.4354318434116442,0.3834077313760773,0.18830766677856445,0.23215663084616275,0.4981994878038041,0.4011353107454065
77,0.18238380402326584,0.22407510379238568,0.44312674181816497,0.39082374490327554,0.187015500664711,0.23044736405351746,0.5063474667853131,0.4183231826977848
79,0.18153688684105873,0.2242406530499006,0.4495784449723294,0.40066646453294946,0.18553213775157928,0.22894218645630096,0.5106119912562876,0.4225948808664659
82,0.18046591728925704,0.22257962492614575,0.45484131623000523,0.4083072010626057,0.1850486308336258,0.22809250046627613,0.5174295433780134,0.43089949572183395
85,0.17960680425167083,0.22220170574056866,0.4595835826270724,0.41267709320770846,0.1839519649744034,0.226844906359911,0.5231462145220456,0.4398442793356771
88,0.17895278260111808,0.22080385888988682,0.46546055672773123,0.41827620326560244,0.18568866848945617,0.22747677890056964,0.5332204016257698,0.45598473558482944
90,0.17766267955303192,0.22047879721190658,0.4733226809731069,0.430276965861762,0.18326159417629242,0.22563127511562509,0.5324750631319455,0.4553592159970287
93,0.1775598980486393,0.21988759639955457,0.4723591908453486,0.4277328752388661,0.18445942997932435,0.22607219637634263,0.5385419742042266,0.4674901942325734
96,0.17668626680970193,0.2209775420515677,0.4787224524507322,0.4330220535261967,0.18269721865653993,0.22456602701965028,0.5412295631603494,0.4715216460021929
98,0.17631818875670432,0.21953149638418798,0.47881500656241727,0.427547073365449,0.18184595704078674,0.22402359834196062,0.5418864408574199,0.47264816722706104
101,0.17511507496237755,0.21856942527630605,0.4869444116958226,0.4403401852501509,0.18092792630195617,0.22301298849422477,0.546522613465932,0.48038292934319143
104,0.17455883622169494,0.217610590903871,0.49017247471317227,0.4455295152896358,0.18057121336460114,0.22236054435419275,0.5513322256618061,0.48447297779550896
107,0.1736815631389618,0.21766248942671512,0.49680098720613264,0.4499080996952005,0.18232496678829194,0.2231455701564758,0.5551040501962052,0.4916378871724017
109,0.17318325713276864,0.21646406995019582,0.49743705282746775,0.45162326569342925,0.1794433981180191,0.22134015963343984,0.5563467042902845,0.49037219882612576
112,0.1727916680276394,0.2162153392249132,0.5018867784112251,0.4517181500115387,0.18050957322120667,0.22143594981513778,0.561636083879328,0.49516980222202106
115,0.17273588106036186,0.21682882731392594,0.49975653154655975,0.4519080523299639,0.18205506801605226,0.22230664962134855,0.5656283740901777,0.5011451989401452
117,0.17135083824396133,0.2147442012643445,0.5079764863186695,0.46217555237439106,0.17763691246509553,0.21973640522964727,0.5642214518941058,0.49836478634612713
120,0.17245878353714944,0.21593582405915188,0.50319990911428,0.4572732344971809,0.18344280123710632,0.2231506552615629,0.5694500555049539,0.5073007804575655
123,0.17102412395179273,0.21528827021021466,0.5063908290719197,0.45530612455097097,0.1799722969532013,0.2206948788945663,0.568497811576828,0.5009855229797933
126,0.1699007384479046,0.21509198364373008,0.513804925824785,0.46610136361761006,0.17932417392730712,0.22016681058075924,0.5702257728292788,0.506071715037976
