train_MSELoss,train_MSE,train_RMSE,train_PCC,train_SROCC,test_MSELoss,test_MSE,test_RMSE,test_PCC,test_SROCC
0.0007432976913953419,2.0743732316469945,1.4402684581865266,0.9949728145596769,0.9913541661231494,0.024212371651083232,75.25760008513939,8.675113837013287,0.8872117658601754,0.8422459893048129
0.0006143228169736069,1.676261743892919,1.2947052729841333,0.9958913443737317,0.9926325181447719,0.01779939662665129,55.9455035835843,7.479672692276334,0.9038445885004694,0.8562834224598932
0.0004738485372132238,1.3257528395694336,1.1514134094969684,0.99674173540699,0.9948239787532674,0.021821336168795825,70.57373532898822,8.40081753932248,0.904099417194583,0.8633021390374331
0.00033955373638651934,0.9315173219833571,0.9651514502829891,0.9976817032551578,0.9965614939500032,0.020706250332295895,65.50052865064087,8.093239688199088,0.9165736420384204,0.8686497326203209
0.00026847115163143505,0.7301454776115771,0.8544855046234413,0.99818783967305,0.9972398031859661,0.021784385666251183,68.96121867248543,8.304289173221596,0.9022908113430783,0.8445855614973263
0.00022330182657563402,0.607068988773491,0.7791463205159164,0.9984932736364157,0.9979807255821718,0.023353242222219704,74.44439529424322,8.628116555439155,0.8892006352745352,0.832553475935829
0.000338256211441202,0.8613607350600628,0.9280952187464726,0.9978921606712444,0.9970363104151772,0.02275981712155044,73.42822233722347,8.569026918922795,0.9065043762684557,0.8582887700534759
0.0003640130468257292,0.9788900131009715,0.9893887067785702,0.9975696043301151,0.9961545084084255,0.023216568771749733,74.85596028049831,8.651933904075916,0.9101219913830847,0.8653074866310161
0.00026737217986545363,0.7288597709105423,0.8537328451632527,0.9982237463699967,0.9968797775145705,0.021869969181716443,69.30468976365809,8.324943829459638,0.8887996504748421,0.8425802139037434
0.00024990883000153936,0.6966205363866267,0.834637967256838,0.9982648342462858,0.9966449781636603,0.021648961026221512,68.70370561062036,8.288769849056033,0.8917535253459496,0.8435828877005348
0.00033058414769851984,0.9229039926013631,0.9606789227423297,0.9977048898396346,0.9950170359973491,0.020667622052133083,65.53832322118599,8.095574298416759,0.9067106911045529,0.8526069518716578
0.0003754824934089009,1.0505945862484523,1.0249851639162648,0.9973999819140799,0.9961805972251933,0.02448546988889575,78.6522689352925,8.868611443472563,0.8768977206160489,0.8275401069518717
0.00042869748508297457,1.1650910449051717,1.0793938321600562,0.9970979876495236,0.9948709386234494,0.022913401667028665,73.35677001480917,8.56485668384528,0.8721488390957177,0.814505347593583
0.0003156656624495928,0.8664383178340591,0.930826685175097,0.997852583343892,0.9967754222474993,0.0214780542999506,68.27064095795112,8.262604974095707,0.88514481575961,0.8288770053475937
0.00030070539672605637,0.8366821994220529,0.914703339570843,0.9979192084501483,0.9963162590723859,0.022262524999678134,70.15909475760067,8.376102599514924,0.8902834198764145,0.8389037433155081
0.00019727322529326878,0.5482913254557007,0.7404669644593881,0.9986388515482442,0.9981790005896073,0.021864319778978826,69.538549440865,8.338977721571451,0.8898283210440011,0.8358957219251336
0.00021916264086030424,0.586336762202337,0.765726297186101,0.9985481492688926,0.998085080849243,0.022274271305650472,70.77835308924648,8.41298716801865,0.9096357193357888,0.8609625668449199
0.0004808306334512856,1.253772444380012,1.1197198061926081,0.9968799123500399,0.9952205287681379,0.02131216349080205,66.75603807733584,8.170436835159785,0.908205726881114,0.8539438502673797
0.0008856891123714912,2.4606530899403016,1.568646897788123,0.9939365004977347,0.992309016816851,0.01985974358394742,61.44614290411308,7.838759015565734,0.8639935484733292,0.8158422459893049
0.0013652857682352666,3.651294786827766,1.9108361486081862,0.9909828183439441,0.9853172139230795,0.01906521078199148,54.265328472564335,7.366500422355539,0.9067063593783754,0.8405748663101605
0.0019035666543512728,5.3470952712049105,2.3123787041064254,0.9869003975813458,0.9803864275539644,0.03056986248702742,100.8382472931993,10.041824898553017,0.9099228490090493,0.8556149732620322
0.0014344783284126177,3.9360805227683344,1.983955776414468,0.9902125143808445,0.98479021982437,0.021925720572471618,67.37838094225458,8.208433525481862,0.897379495435793,0.8469251336898396
0.0006180813909261761,1.7300234687751317,1.315303565255995,0.9957106511173752,0.9928620997323286,0.019754993729293346,61.11774839010003,7.817784109970039,0.9076149928876599,0.856951871657754
0.00045925919103490957,1.2676666313507996,1.1259070260686712,0.9969046730757445,0.9953666261420377,0.020928603131324053,65.26426010500138,8.078629840820867,0.90580045777383,0.8599598930481284
0.0005008748224046191,1.3795049334810063,1.1745232792418405,0.9965797432150195,0.9944222109750432,0.02017433983273804,62.700786801602575,7.91838284005027,0.8971260962947443,0.8542780748663102
