MACHINE,DATE_TIME,TOTAL_TIME,DIR,LOSS_VAL_CRITERION,RMSE_VAL_CRITERION,PLCC_VAL_CRITERION,SROCC_VAL_CRITERION,TRAIN_DATA_SIZE,TEST_DATA_SIZE,MODEL,DATABASE,CNN_EXTRACTION,DEVICE,BATCH_SIZE,NUM_WORKERS,NUM_EPOCHS,SEED,LEARNING_RATE
GPU 0: Tesla V100-SXM2-16GB (UUID: GPU-3fb11da8-10c1-60ce-afc4-dfbc40b5944e),2024-03-22 05:01:55,0:07:19 (Hour:Minute:Second),20240322_050155,0.0038015990881831384,0.06780401047016248,0.9742502650218005,0.972927807486631,132,33,Transformer,CSCVQ,ResNet34,cuda,8,0,1000,22035001,1e-05
