MACHINE,DATE_TIME,TOTAL_TIME,DIR,LOSS_VAL_CRITERION,RMSE_VAL_CRITERION,PLCC_VAL_CRITERION,SROCC_VAL_CRITERION,TRAIN_DATA_SIZE,TEST_DATA_SIZE,MODEL,DATABASE,CNN_EXTRACTION,DEVICE,BATCH_SIZE,NUM_WORKERS,NUM_EPOCHS,SEED,LEARNING_RATE
GPU 0: Tesla V100-SXM2-16GB (UUID: GPU-85dd3cb5-4136-ff8c-fbce-5d409863a4f9),2024-03-21 17:33:08,0:10:33 (Hour:Minute:Second),20240321_173308,0.04186211973428726,0.06310690055102088,0.9758244409288712,0.9732620320855615,132,33,VSFA_GRU,CSCVQ,ResNet50,cuda,8,0,1000,22035001,1e-05
