second,train_L1Loss,train_RMSE,train_PLCC,train_SROCC,test_L1Loss,test_RMSE,test_PLCC,test_SROCC
3,0.3612785950303078,0.44544438551586946,0.004375279412641094,-0.00745268926938766,0.2733398020267487,0.3332145417707314,0.1403078944587535,0.13071349675816463
6,0.22321631535887718,0.2688104989085513,0.012109346822014595,0.02414055848728221,0.20609812140464784,0.24415774960156206,0.2905580356497501,0.27890038351219826
8,0.20809326842427253,0.24640945675585604,0.2124938489211844,0.22570510945512784,0.20605822503566742,0.24479717590472808,0.3734620595827275,0.3569622552509529
11,0.20285015776753426,0.24109400733371678,0.3263098910502082,0.3276802750398991,0.19612537324428558,0.23333010236636692,0.44666571255747745,0.4139587892850969
14,0.19851269274950029,0.23443556574343066,0.3903838210232381,0.37317661320630896,0.1901929795742035,0.2274217224347806,0.4855567353755925,0.44452550253575096
17,0.1927008680999279,0.22833580648544216,0.4502828675765619,0.4241815095920718,0.1919502407312393,0.23140325447279522,0.5078343271137977,0.4687667548539636
20,0.18791351914405824,0.2240490498676572,0.4908562173801384,0.45892175690131026,0.18002603352069854,0.21826710880200864,0.5363475098539652,0.5150196736777032
22,0.18320200704038142,0.2187871742851711,0.522280351966645,0.5002265307344718,0.17486529052257538,0.21388749374876678,0.5527225975853338,0.5420823335354902
25,0.17992789968848227,0.21531720724616638,0.5351044769143196,0.5189300077194628,0.17140344381332398,0.21095279366773195,0.563644301291546,0.5723209080068792
28,0.1760196268558502,0.21580718238256985,0.5284182650211562,0.4920133508084069,0.17017435133457184,0.20755764778204921,0.5852293677889062,0.6044199121642803
31,0.17219603434205055,0.2093799230086242,0.5590641297147163,0.5410880788546517,0.1648702949285507,0.20483643323816914,0.6053119186617113,0.6353938690784866
34,0.16887010112404824,0.2070558165109186,0.5820155866427713,0.5772373510888168,0.17134911715984344,0.2046793149281251,0.6191257730918689,0.6526035761267318
37,0.16731587499380113,0.2027860152730471,0.5999435687749154,0.587066488091067,0.16457035541534423,0.19893890563833327,0.6330504402986219,0.6680964142048933
39,0.1596071794629097,0.19756038206356635,0.6398943414563236,0.6421304008418847,0.1587534576654434,0.19655527586957428,0.6413876906623603,0.6719227467559672
42,0.15599762983620166,0.19251946152304583,0.6629320198560521,0.6702719628874091,0.15662856996059418,0.19260927973926237,0.6556798028388904,0.6780577700040137
45,0.1537966847419739,0.19191373000242878,0.6624233146307519,0.6604940488375075,0.15563896298408508,0.18970010902045678,0.6703113601417916,0.6948162862307694
48,0.15406378656625747,0.19215468983091014,0.6507257488512304,0.6289629504109394,0.1557868480682373,0.18926313407711487,0.6823735851747748,0.6958387901054438
51,0.15132656395435334,0.18980472323701308,0.66728287330918,0.6562557624749425,0.14890125393867493,0.1856285123754784,0.6895324955367772,0.7001045942358907
54,0.1453960869461298,0.1837477464144483,0.697207639738906,0.6901390710698984,0.15114866197109222,0.19447581143184484,0.6932509310298804,0.702466021522388
56,0.1436733789741993,0.18187760500966985,0.7045963945674525,0.6975825739117586,0.14429099559783937,0.18072483604315864,0.7086103997230602,0.7172644945051403
59,0.14209574684500695,0.17951278128381093,0.7088794329327365,0.6990126248959609,0.14211513996124267,0.18224310625495324,0.7190282616273077,0.7251486146390912
62,0.1430931244045496,0.1806878277586718,0.7080007729880453,0.6989625374043383,0.14944935142993926,0.18185739948345647,0.7239349454906548,0.7321362127511214
65,0.14204513728618623,0.18315219830732354,0.6916635008808838,0.6746850997343085,0.1384049952030182,0.17932493178156647,0.7342337108205167,0.7468174933127073
67,0.13700372613966466,0.1758380227022844,0.7245979193822556,0.7149105291985155,0.13618816137313844,0.1730853621390273,0.737550533897707,0.7509924733167505
70,0.13635584264993666,0.1767139256173834,0.7296403422098117,0.7208653507540461,0.13431244492530822,0.17007414475767707,0.7465428435266227,0.7589176107981097
73,0.13813419155776502,0.17482621037956428,0.7216329797985898,0.7093273981963644,0.13440532982349396,0.1689563854297796,0.7513114428714238,0.7623220506329855
76,0.1314240999519825,0.17102240567298388,0.7426932704626088,0.7329705408304383,0.1311594694852829,0.16893837678748658,0.7524656051861318,0.7670156071006887
79,0.13052892945706845,0.1698008876422662,0.7460024043446125,0.7410527508388493,0.13024868816137314,0.16638577241811392,0.7581771084851048,0.7715245855050552
