MACHINE,DATE_TIME,TOTAL_TIME,DIR,LOSS_VAL_CRITERION,RMSE_VAL_CRITERION,PLCC_VAL_CRITERION,SROCC_VAL_CRITERION,TRAIN_DATA_SIZE,TEST_DATA_SIZE,MODEL,DATABASE,CNN_EXTRACTION,DEVICE,BATCH_SIZE,NUM_WORKERS,NUM_EPOCHS,SEED,LEARNING_RATE
GPU 0: Tesla V100-SXM2-16GB (UUID: GPU-77fd9e30-6b33-4827-800d-8cf81e67165a),2024-03-26 04:14:30,0:47:11 (Hour:Minute:Second),20240326_041430,0.07620993554592133,0.1039962830330002,0.9178157757035751,0.9335079500408707,640,160,VSFA_GRU,SCVD,ResNet50,cuda,32,0,1000,22035001,1e-05
