MACHINE,DATE_TIME,TOTAL_TIME,DIR,LOSS_VAL_CRITERION,RMSE_VAL_CRITERION,PLCC_VAL_CRITERION,SROCC_VAL_CRITERION,TRAIN_DATA_SIZE,TEST_DATA_SIZE,MODEL,DATABASE,CNN_EXTRACTION,DEVICE,BATCH_SIZE,NUM_WORKERS,NUM_EPOCHS,SEED,LEARNING_RATE
GPU 0: Tesla V100-SXM2-16GB (UUID: GPU-1b3dd764-f05b-4efa-ad46-3f2dea1fa1eb),2024-03-28 07:30:09,0:54:43 (Hour:Minute:Second),20240328_073009,0.12085816562175751,0.16904899052992015,0.786386336733043,0.796249541310997,640,160,VSFA_GRU,SCVD,ResNet34_ResNet50,cuda,32,0,1000,22035001,1e-05
