MACHINE,DATE_TIME,TOTAL_TIME,DIR,LOSS_VAL_CRITERION,RMSE_VAL_CRITERION,PLCC_VAL_CRITERION,SROCC_VAL_CRITERION,TRAIN_DATA_SIZE,TEST_DATA_SIZE,MODEL,DATABASE,CNN_EXTRACTION,DEVICE,BATCH_SIZE,NUM_WORKERS,NUM_EPOCHS,SEED,LEARNING_RATE
GPU 0: Tesla V100-SXM2-16GB (UUID: GPU-7f8738b6-91e2-be37-620d-a7074c21b4d3),2024-03-27 15:59:45,0:15:49 (Hour:Minute:Second),20240327_155945,0.03679004572331905,0.19180731158751094,0.754028285428177,0.6905208879175386,640,160,Transformer,SCVD,ResNet34,cuda,32,0,1000,22035001,1e-05
