second,train_MSELoss,train_RMSE,train_PLCC,train_SROCC,test_MSELoss,test_RMSE,test_PLCC,test_SROCC
1,0.33969164490699766,0.5828307171573015,-0.04869820107635452,-0.04152634267231583,0.3576114892959595,0.5980062658012691,0.12646415440777492,0.18660090124714793
2,0.3314896196126938,0.5757513500727988,-0.0032288495636130198,0.003548615820446239,0.349003529548645,0.5907652152877265,0.16807761123801052,0.23422816338930835
2,0.32284018620848653,0.5681902772421598,-0.01411368549115417,-0.005025983074557741,0.3397997260093689,0.5829234239313534,0.17217582841909768,0.22045617686459656
3,0.31362698823213575,0.5600240952202991,0.0005469261379818669,0.004510287909110983,0.33013814091682436,0.5745764919196212,0.1665490599177447,0.21457744314303612
4,0.3039765954017639,0.5513407218741015,-0.024774599477590503,-0.01725180608825399,0.31990119218826296,0.5655980928291813,0.16104995270941502,0.1997935908113003
4,0.2937293641269207,0.5419680510060337,0.05964016556198762,0.06667969541655998,0.3092940032482147,0.5561420758918466,0.15635492059828043,0.1914672475811686
5,0.28317099139094354,0.5321381328484887,0.028485516734118473,0.0359634238121916,0.2980654835700989,0.5459537299641533,0.15066032158192538,0.19026321805853652
6,0.2720777988433838,0.5216107742886061,0.031057411903920733,0.03613158165360164,0.286519455909729,0.5352751189358393,0.14389437901499558,0.18197546111641688
6,0.2606892682611942,0.5105773894186638,-0.0021648607193679933,-0.0009126686221083054,0.2745558023452759,0.5239807352451122,0.14132160710116076,0.18658863514798674
7,0.24893893525004387,0.49893780728434056,0.002019660609763673,0.004668720413229789,0.26228941679000856,0.5121419904327775,0.1412395734180218,0.18177623181152858
8,0.23687298074364663,0.4866959858060514,0.053580849928047763,0.056074405277094605,0.24986912608146666,0.499869109124727,0.14222292675731002,0.17317274866734544
8,0.22474514022469522,0.47407292508228016,0.01278349476039102,0.016842311594620612,0.2370854377746582,0.48691419341670683,0.14418209213423394,0.17042150152569827
9,0.21237341389060022,0.460839897962995,0.0010507353255680245,0.0063839422696318066,0.22427602410316466,0.47357789447644955,0.14660696591688455,0.16873587265170287
10,0.19994331449270247,0.4471502148846784,0.035810404161977075,0.04154659543785427,0.21153588593006134,0.459930308606921,0.14829755419321616,0.16767209177731404
10,0.18778683803975582,0.4333437821958767,-0.09918029189567745,-0.0964282248760908,0.19857695400714875,0.4456197407037791,0.1486127987814693,0.16463775505090436
11,0.1754309542477131,0.4188447838371983,-0.018739638051279327,-0.019563700249291847,0.186100572347641,0.43139375039863864,0.1480502466306549,0.16193082354535746
12,0.16346882842481136,0.40431278355647016,0.0088281332982751,0.013906253910670428,0.17385339736938477,0.41695730979724244,0.14756442081797752,0.15961208855378417
12,0.151850101351738,0.3896794853091591,-0.015681991504403952,-0.005936431390965528,0.16191542148590088,0.4023871580082942,0.14667346161775324,0.15788826036669146
