second,train_MSELoss,train_RMSE,train_PLCC,train_SROCC,test_MSELoss,test_RMSE,test_PLCC,test_SROCC
3558,0.42028822355410633,0.6504192516093946,-0.16252512080848855,-0.157659937491195,0.41494531035423277,0.619947121130455,0.035728264068385605,0.030080213903743314
3558,0.4160236558493446,0.6436553796172416,0.008716972608281665,0.028619431994281325,0.4060072600841522,0.6130977725121897,-0.11860051732909263,-0.06952452602196403
3559,0.4116044167210074,0.6364542965988471,0.14325243426022136,0.17305256512117995,0.3965619921684265,0.605781371674874,-0.12631650355650573,-0.05598729859941815
3559,0.39281122474109426,0.6289213624533909,-0.0015915698664619928,-0.002457566539527166,0.3863496005535126,0.5977771116219753,-0.10084209467683812,-0.02540106951871658
3560,0.3822235438753577,0.620808158569485,-0.04309415875059988,-0.06152794572480715,0.3758493304252625,0.58944206643074,-0.08027369123126225,-0.03442513368983957
3560,0.3768969476222992,0.6121804337484762,0.05030490632867977,0.0870688170808701,0.36501650512218475,0.5807268606654099,-0.0753345866050601,-0.037098930481283425
3561,0.36972363819094267,0.6032115480383843,-0.05746598714195781,-0.029584718214690088,0.3534890592098236,0.5713178259618841,-0.07239665010996883,-0.06049465240641711
3561,0.3484494396868874,0.5935599257142713,-0.02516621511952194,-0.04463274772635961,0.34161177277565,0.5614711417862508,-0.07131000249681356,-0.07085561497326204
3562,0.3469948207630831,0.5835174239972742,0.011270424202542114,-0.002833245500983548,0.32958192229270933,0.5513331437754531,-0.07434942516071959,-0.07453208556149733
3562,0.33092671632766724,0.573074272614136,-0.014667929905051356,-0.02615929069634673,0.317028871178627,0.5405683800863794,-0.08253289232272663,-0.07052139037433156
3563,0.3138408573234783,0.5622150023294966,-0.10972614765315761,-0.1254506843096638,0.30417864620685575,0.5293417001825186,-0.09436510985159845,-0.06216577540106952
3564,0.29966052753083844,0.5508518343058683,-0.0691635816120359,-0.037656598122648745,0.2914402663707733,0.517994089617122,-0.10684058099021089,-0.060828877005347594
3564,0.29324736314661365,0.5394044595226176,-0.16728206116277952,-0.12732907911694571,0.27843542993068693,0.5061711677826152,-0.11768836962260433,-0.05314615210332828
3565,0.2764895391814849,0.5272933852830151,-0.07445862149590778,-0.10435526707121723,0.265516397356987,0.4941736236969899,-0.1275034091831389,-0.027072192513368988
3565,0.26409583626424565,0.5152143254502771,-0.21401153854420124,-0.2248490761949982,0.2523065656423569,0.48162882855796635,-0.13448327010953126,-0.010696080926456006
3566,0.25358690233791575,0.5022595795744773,0.10887642259185262,0.14195446979697682,0.23984463810920714,0.46952040401284856,-0.13959937119663385,0.013368983957219253
3566,0.2397601034711389,0.4896387881971006,0.10079103155253386,0.11021481531726608,0.2270070880651474,0.45675011802924026,-0.14459873944646962,0.0250668449197861
3567,0.22797204356859713,0.4767972373505012,-0.0443284391242958,-0.018862214523122516,0.21404439806938172,0.44352816390670713,-0.14966040965300215,0.04846661669800378
3567,0.21006650148945696,0.4634590230583798,0.03084939945409982,0.02276510151158604,0.20152536928653716,0.4304241678470152,-0.1546207615592933,0.05481741474808703
3568,0.20488616517361471,0.45055576403033043,-0.16335720472422474,-0.1471148377536485,0.1892794042825699,0.41726469877661343,-0.15867556527547788,0.06149732620320855
3568,0.1874103357686716,0.43703902463084693,-0.022464735746989324,-0.025227918722815684,0.17758649438619614,0.40436190658071486,-0.15941197873495147,0.060828877005347594
