train_MSELoss,train_MSE,train_RMSE,train_PCC,train_SROCC,test_MSELoss,test_MSE,test_RMSE,test_PCC,test_SROCC
0.00026167130357969333,0.7274892141699757,0.8529297826726275,0.9981999006001381,0.99717197226237,0.03095536697655916,94.36902029671793,9.714371842621526,0.8906810581429411,0.8656417112299466
0.00031365507525419267,0.8755655352333663,0.9357165891622133,0.9978785915046999,0.9961545084084255,0.027659656852483748,82.41174516799192,9.0780914937002,0.908862842728725,0.884024064171123
0.000266480387568556,0.7393842742811835,0.8598745689233886,0.9982336419684181,0.9965875827667711,0.026858371775597335,79.34459885080165,8.907558523568714,0.9065491628253762,0.8723262032085563
0.0002794545409201151,0.7568925045259713,0.8699956922456406,0.998134890421413,0.9972711097660875,0.0295367494225502,86.82660673129882,9.318079562404414,0.8978616483075939,0.8706550802139038
0.0001694203999303521,0.4759118518069305,0.689863647257145,0.9988392488503643,0.9983877111237495,0.03001449778676033,89.92982112196597,9.48313350754728,0.8931219525834903,0.8549465240641712
0.00016116447702241952,0.4379116239508574,0.6617489130711568,0.9989110625314868,0.9983094446734461,0.030986322648823263,94.99012435753127,9.746287721872942,0.9186330698557001,0.8940508021390374
0.00019863023365306777,0.5500115844277995,0.74162765888807,0.9986612592869523,0.9981998716430214,0.029301568120718,88.20689395892443,9.391852530727068,0.8972790187682534,0.8699866310160428
0.00013913953272790154,0.3826203841836604,0.6185631610301897,0.999071391033189,0.9978450637349792,0.030945433676242827,92.71632159253971,9.628931487581564,0.8814125264531674,0.8389037433155081
0.0001417183814149158,0.3934999800662086,0.6272957676138176,0.9990294556676372,0.9981111696660108,0.030883484147489072,92.8334949390971,9.635014008246022,0.8984095670389874,0.8739973262032086
9.496043763005325e-05,0.26405604354356893,0.5138638375519033,0.9993439089633254,0.9988416565355092,0.03159877602010965,96.59868788939353,9.828463149922959,0.9044771079152666,0.8766711229946526
