,DATABASE,TRAIN_DATA_SIZE,TEST_DATA_SIZE,CNN_MODULE,DEVICE,BATCH_SIZE,NUM_WORKERS,NUM_EPOCHS,LEARNING_RATE,SEED,MODEL_IMPL,DATE_TIME,TOTAL_TIME
0,CSCVQ,132,33,ResNet50,cuda,8,0,1000,0.001,22035001,LSTM,2024-01-30 15:57:13,0:21:20 (Hour:Minute:Second)
