second,train_MSELoss,train_RMSE,train_PLCC,train_SROCC,test_MSELoss,test_RMSE,test_PLCC,test_SROCC
0,0.6589193133746877,0.8088222482963808,0.11242895213666458,0.14604519626616852,0.5395856142044068,0.7074304072496463,-0.09645456356218857,-0.13903743315508021
1,0.5087633571204018,0.7120516131573678,-0.017487921435431424,-0.0338893729813778,0.4482359766960144,0.6443487870805289,-0.1263071837418295,-0.21791443850267384
1,0.4508230940384023,0.6683778560983641,-0.051973295233575786,-0.05823023902573922,0.41232320070266726,0.6175720443585363,-0.20574977667983163,-0.2867647058823529
2,0.4125098936698016,0.6453113402644467,0.1020846753483513,0.07741073711342894,0.39037359952926637,0.600577521853016,-0.2970784047647102,-0.40808823529411764
2,0.4033997234176187,0.6345231970371679,-0.0963959789737529,-0.1125575910630149,0.36912493109703065,0.5837183766983326,-0.35196484361394115,-0.45621657754010697
3,0.3743470837088192,0.6120168145084168,0.05624992381505832,0.03860623105299681,0.3440074324607849,0.5631122835669914,-0.400240110790283,-0.429812834224599
3,0.3456357007517534,0.5883193998099785,0.11104457131208612,0.10383870849921471,0.31230402588844297,0.5360783330421625,-0.41043660763171974,-0.4455213903743316
3,0.3052660445956623,0.5522598421489885,0.14120220917740428,0.19628182183425247,0.26517614126205447,0.4934935889241306,-0.40410258515212377,-0.4946524064171123
4,0.26221922127639546,0.5120373405042942,-0.15829773577749573,-0.18050330545308443,0.20801721513271332,0.4369927260429028,-0.3658051852251737,-0.4732620320855615
4,0.19154498682302587,0.4389835399847272,-0.011474667735253375,-0.006590035115547368,0.14609525054693223,0.3678855458900494,-0.33776288885842254,-0.4107620320855615
5,0.14019626203705282,0.37149525601086614,-0.01631529211733158,-0.01920658690445753,0.09480804651975631,0.30252624361771024,-0.31028306340123746,-0.43081550802139046
5,0.10087558670955546,0.3187305844188301,-0.031562438554849796,-0.05131670258227107,0.0669511042535305,0.26659607047868666,-0.24587317951591012,-0.34759358288770054
6,0.08622461447820944,0.29502944771565964,-0.10175931484885405,-0.09414932195165218,0.062436801567673686,0.26551598429754597,-0.2187931911407155,-0.2934491978609626
6,0.0819286115686683,0.2828159710202033,-0.0003712190787312796,-0.009741564181098129,0.0625534113496542,0.268245571820914,-0.19291711947854334,-0.26303475935828874
7,0.08157959591378183,0.2847930370114139,-0.04847543965200494,-0.04333352465132296,0.0624960046261549,0.2682625699023841,-0.16230555114981285,-0.20454545454545456
7,0.07799461352474549,0.2789804559675982,0.006200732928706464,0.024737416059232045,0.06250901035964489,0.2687055223697255,-0.12850461077438088,-0.17747326203208558
8,0.0760716088116169,0.27792348846270926,0.032920060450235045,0.06865533020615382,0.06212214827537536,0.26664564815360997,-0.10829932051517953,-0.17413101604278075
8,0.0786774096024387,0.2833440464393214,-0.029150453455115927,0.012386970201353485,0.06195399053394794,0.26511596651709823,-0.08477749681418068,-0.1697860962566845
9,0.07549858465790749,0.27811012700329957,0.03262326686752175,0.05044011833887285,0.06204396747052669,0.2670464865676953,-0.05042676998075923,-0.12199197860962568
