second,train_L1Loss,train_RMSE,train_PLCC,train_SROCC,test_L1Loss,test_RMSE,test_PLCC,test_SROCC
2411,0.45272217252675223,0.5234637774554978,0.09469470911298364,0.11400291151195127,0.2775231122970581,0.3032583574442415,0.014399072431128666,0.04344919786096257
2412,0.2665793422390433,0.3267305766305996,0.10757404005160459,0.11854758339290278,0.2531200110912323,0.34242032793739535,0.025904605074389075,0.07453208556149733
2412,0.2519647032022476,0.3088985880071331,0.1302110514720157,0.1452468784730737,0.23808951675891876,0.309783924264388,0.032235801062238244,0.06684491978609626
2413,0.22878735556321986,0.2806910318019349,0.19573201956319777,0.20952450522558996,0.2243753582239151,0.29755634266970127,0.06860814633601962,0.08990641711229946
2414,0.21509347067159765,0.2606264168925417,0.3056973595266369,0.3062044424037192,0.21676152646541597,0.27899509288033403,0.11599885031016585,0.16844919786096257
2414,0.2031995680402307,0.24864874830637382,0.4123891418746037,0.3954803733831455,0.20530656576156617,0.2786261180833594,0.21162144809888483,0.26403743315508027
2415,0.19175266123869839,0.23550307839358753,0.5141179446979188,0.549926168648547,0.19526309967041017,0.2676671964779612,0.3347244285380075,0.3315508021390374
2416,0.18835566499653986,0.23477146531911705,0.5577921022579743,0.5584415584415584,0.18632536232471467,0.25187644031626555,0.4510863937651542,0.4448529411764706
2416,0.17800897798117468,0.21300203680427704,0.6629120877440042,0.7234324534445064,0.1782051980495453,0.23915829754924858,0.5346447428386564,0.5327540106951872
2417,0.1661729089477483,0.2102264136029268,0.6910143235770712,0.7435051890656549,0.165329185128212,0.2343528845691197,0.6180729762104401,0.6330213903743316
2418,0.15560139934806264,0.19610826707820048,0.7482861549847689,0.789927629622286,0.1548550546169281,0.2179402503013407,0.6851830875844112,0.679144385026738
2418,0.14441456119803822,0.18665919889273033,0.7742249864268285,0.8095829441751498,0.1426822692155838,0.20586390570338195,0.7448940912924593,0.7239304812834225
2419,0.13450801372528076,0.1757176999009724,0.8029893486597904,0.8291495567510029,0.13263392299413682,0.19244612651928483,0.7898317932303076,0.7660427807486632
2420,0.12787382370408842,0.1710483042781101,0.8229604210713451,0.8437436408509127,0.12448987811803817,0.17060501006244036,0.8212496734221792,0.8101604278074868
2420,0.12592901201809154,0.15901904842497253,0.8353727590966635,0.8634615685640192,0.1197327047586441,0.17916764334930183,0.8380576300658676,0.8178475935828877
2421,0.11548576328684301,0.15112647044154012,0.8559831436672507,0.8719978294104447,0.10679488778114318,0.1583488580603285,0.8687202476899304,0.8452540106951872
2421,0.11170186935102239,0.14799944332015333,0.8619962841292833,0.8779095552900292,0.09946706891059875,0.14659145968805987,0.8904689593866166,0.872994652406417
