second,train_MSELoss,train_RMSE,train_PLCC,train_SROCC,test_MSELoss,test_RMSE,test_PLCC,test_SROCC
3,0.37575466334819796,0.6129883096756764,0.008979448493835585,0.01431503755405101,0.28930501341819764,0.5378708118935229,-0.20092899465734457,-0.21663506126898247
6,0.29242215901613233,0.5407607226952492,0.021012940543076314,0.01337831345464917,0.21283808648586272,0.4613437828167483,-0.2014012853372093,-0.22972841329472013
9,0.2118499491363764,0.4602716014363029,-0.08262305679968875,-0.0633740339260247,0.13039290010929108,0.36109956908700724,-0.1699634094957575,-0.17330599814330905
12,0.1199653297662735,0.3463601142369376,-0.012326603154232538,-0.016129525647296875,0.07909438014030457,0.2812372324128577,-0.12110775147027694,-0.14715445189543827
15,0.08047396596521139,0.28367933495517056,-0.07854048015905432,-0.07415183135844257,0.07610945329070092,0.27587941425017515,-0.15675417343974815,-0.1729837182769338
18,0.0670545257627964,0.2589488870691613,0.04279443725310818,0.05129549782945674,0.08043554127216339,0.28361160623426046,-0.15954982823433778,-0.17322103345126466
21,0.06767831966280938,0.2601505725791034,0.032166557117934105,0.03921945655101992,0.07993540167808533,0.282728492942353,-0.10804695290762589,-0.14964772613439617
24,0.0695670323446393,0.26375562905731526,-0.042478698404374474,-0.04775789149598783,0.07757137715816498,0.27851638190338657,-0.07300148720091997,-0.13088517827742052
27,0.0679591154679656,0.26068969087149585,-0.003756057448603828,0.0015045126625123678,0.08041507750749588,0.2835755238801105,-0.04596732449320731,-0.12024994268703613
30,0.06619459185749292,0.2572830947664709,0.036412426019227784,0.02842584334494504,0.07869687974452973,0.2805296400604714,-0.026887390604197703,-0.12916830553473035
33,0.06561395674943923,0.2561522143458333,0.05010483670900888,0.03485505833359722,0.07939576655626297,0.2817725445009898,-0.00853810076722734,-0.12554998158042605
36,0.06421213820576668,0.25340114160934074,0.09533049966868903,0.08653194290176121,0.08000596463680268,0.28285325728890154,0.012818779164174954,-0.11773615972930891
39,0.06372510064393282,0.2524383113207314,0.10326451665340858,0.08881815761594908,0.0804874986410141,0.28370318994156385,0.029618908852427794,-0.09782512362125047
42,0.05788929518312216,0.2406019441651663,0.25154592167732154,0.2312018229018102,0.0816575288772583,0.28575781450926785,0.05080002289799478,-0.08574841808307845
45,0.06134182624518871,0.24767282047210898,0.17693832036536558,0.1349215955909194,0.07975416034460067,0.28240779258635074,0.05757007955752774,-0.0758837243550277
48,0.05895285867154598,0.24280209735019426,0.24379830783332437,0.20678270325194625,0.08299964964389801,0.2880965991423747,0.08479178423194944,-0.05658209017611523
51,0.05828050021082163,0.24141354581307706,0.24546036278133765,0.2158925659901426,0.08209803551435471,0.28652754311779466,0.09956768410728639,-0.03689664997451946
54,0.05800114776939154,0.2408342754692669,0.26148400911742165,0.1832150947849501,0.08115652948617935,0.28487985188662757,0.11037540100462012,-0.016677983084920956
57,0.057780738547444345,0.24037624594421667,0.2683787442652613,0.19066965713725875,0.0830351322889328,0.2881581725288495,0.13510736072281937,0.01989199229777265
60,0.05934816971421242,0.24361479640828715,0.24175604716060606,0.1822653701653787,0.08285562694072723,0.2878465370507558,0.14766801214834505,0.028971495078654524
63,0.055871058441698554,0.2363705955865154,0.3138842677012953,0.23744703933123135,0.07914570420980453,0.28132846328115896,0.15062456845716074,0.04804753335110429
66,0.056386432982981204,0.23745827502735226,0.30435078525677933,0.21103975562501096,0.0794668361544609,0.2818986255371191,0.16337047225392431,0.06566452277396415
69,0.05384021122008562,0.2320349357783436,0.35715490292367813,0.29401514073080254,0.08200661242008209,0.2863679663057334,0.18282743466444384,0.09447048319398046
72,0.05457212012261152,0.23360676323966248,0.345348800224927,0.27668908657486985,0.08223357200622558,0.28676396535826876,0.19317716752377248,0.12220999023799128
75,0.052231007255613804,0.22854104064579914,0.39078153621721523,0.3174560170143851,0.08258779048919677,0.28738091521060605,0.20868802282211132,0.14541121080004468
78,0.05539239104837179,0.23535588173680178,0.33582663327134465,0.23434778856517055,0.07550932094454765,0.2747895921928173,0.21238133253976627,0.1532250326511618
81,0.054369375482201575,0.23317241506084324,0.3580032217544019,0.27564332290136967,0.07784300595521927,0.2790035975935886,0.22932103628333952,0.16692778660604546
84,0.052746863756328824,0.2296668528849738,0.3861748274535497,0.31041035306494535,0.07755337804555892,0.27848407086554633,0.24175131667219427,0.1818962214906939
87,0.052556282747536896,0.22925156960665016,0.3883593975477845,0.29764684061782276,0.07830846905708314,0.27983650547632627,0.2526597494292373,0.19489288955651898
90,0.05212958231568336,0.22831903722940358,0.3966629988263408,0.32011487515970133,0.0780615359544754,0.2793949515875523,0.2677290538701968,0.21081937458939212
93,0.049806051701307294,0.22317269319772048,0.4373149984817498,0.36779107852807436,0.08026388138532639,0.2833088100531837,0.2786300186256732,0.21637430755891524
96,0.05213268045336008,0.22832582170107027,0.3961893628872803,0.320198302793536,0.07921827137470246,0.2814574061736877,0.28910260276738664,0.22030319211172664
98,0.050231373589485886,0.22412356958499657,0.4350813204200835,0.3627642946527156,0.07272220849990844,0.26967055909584486,0.2953872185085417,0.223985972039306
101,0.05107464166358113,0.2259969938289781,0.4179568334277628,0.34766576976428976,0.07197520211338997,0.26828194425760177,0.3019124326458071,0.2261628260458227
104,0.05185900637879968,0.2277257256949936,0.41074700260767333,0.34146243881358407,0.08682123124599457,0.29465442700589095,0.31340025529838506,0.23644062396622723
107,0.04883757047355175,0.22099224083014393,0.4538346820267425,0.39427423674901674,0.07273107171058654,0.26968698649959183,0.31526310751405945,0.23817507561071963
110,0.04872463457286358,0.22073657272367123,0.45538837756385686,0.38846799386947667,0.07349832206964493,0.2711057435856358,0.32159725874910505,0.24691471962342396
113,0.04831221643835306,0.21980039906916707,0.4650005550969509,0.39081783789012825,0.06824197843670846,0.26123165762667644,0.3188925163217424,0.2474479463114267
116,0.049592991918325426,0.2226948390194972,0.4451574270693531,0.37066552100345623,0.06909437626600265,0.2628580915971898,0.3249063971757169,0.25558697784588613
119,0.048680002335458994,0.22063545049235603,0.45663420384518905,0.40412343540713874,0.07350135296583175,0.2711113297978573,0.3358252362708185,0.2656479693107291
122,0.048352820426225664,0.21989274710384163,0.46370574743717863,0.39764791750950235,0.07097871601581573,0.2664183116960088,0.33638869626676265,0.26797131416559816
125,0.04797654915601015,0.21903549782020887,0.4733854471050869,0.40141557354054946,0.07226621508598327,0.2688237665164564,0.3464849423078179,0.28209303194676977
128,0.04866910465061665,0.220610754463116,0.4599180400338395,0.387084331112766,0.06790167093276978,0.2605794906823317,0.34613383838480294,0.27942396868978897
131,0.04864564165472984,0.22055756817001856,0.4639584449807869,0.3931067991930844,0.0747523695230484,0.27340879899689624,0.3510805069520845,0.2826936444250146
134,0.05001146402209997,0.22363242974936481,0.44520787755993585,0.3758518359097691,0.07252357006072999,0.26930200334964965,0.35569467825623,0.2858344082136901
137,0.046422308497130874,0.2154583693647559,0.49909575419151037,0.43786905498429257,0.07111074179410934,0.2666659783311089,0.35850417404406393,0.287715350706535
140,0.04844495002180338,0.22010213728353978,0.46899720936981615,0.3954931041796341,0.07045395523309708,0.2654316386927006,0.364259132781133,0.29554382164248727
143,0.04744972288608551,0.21782957309665152,0.4812855256393994,0.41853984497497687,0.07685015350580215,0.27721860248755503,0.36560703235359787,0.3013272803354401
146,0.04694305546581745,0.21666346203702544,0.4873684644430997,0.4163527821153218,0.07205826938152313,0.26843672000221047,0.36790560983569226,0.3031965035604168
149,0.048316271416842936,0.21980962658649728,0.46974515069627876,0.41198362314403425,0.07235931754112243,0.26899687540397577,0.36905963018592164,0.3034982747080227
152,0.04760381169617176,0.2181829783709152,0.47975304750430287,0.4063454943853489,0.06857803240418434,0.26187407860740103,0.369043269518903,0.29755367608188227
155,0.0445159618742764,0.2109880625728499,0.5253216336247313,0.48335480803352965,0.07414110153913497,0.2722886333164318,0.3761416810202127,0.30625816229098196
158,0.04524692762643099,0.21271325171838873,0.5122552034390184,0.4499521687288075,0.07267882823944091,0.26959011428744256,0.37327513997500716,0.3035451517794955
161,0.048408153280615804,0.22001853205145547,0.4672613416674898,0.3884000889070795,0.07274865210056305,0.26971958505563265,0.3746186210326502,0.30309103014960304
164,0.0479735130444169,0.2190285663736083,0.47581764136875676,0.40088353640790525,0.07312872409820556,0.27042323536804813,0.37601160769597725,0.30600912784878287
167,0.04611960118636489,0.2147547468690178,0.5042261292180139,0.44362794209582057,0.06867788583040238,0.26206466257356137,0.3776251142984612,0.30377660731989226
170,0.046338732913136484,0.2152643332905241,0.49989401264950595,0.4295117117921093,0.07019811868667603,0.2649492801926953,0.37967804232336144,0.3080541400917824
173,0.045774522610008715,0.21394981282041925,0.5069689706771119,0.4450378576635075,0.06727351844310761,0.25937139047146857,0.3768923154416689,0.3074564574305046
176,0.04660485666245222,0.21588157960709173,0.4954512938357369,0.42240225831852773,0.0661243475973606,0.2571465483689043,0.3814346156322188,0.3136911079363829
179,0.04553181454539299,0.21338185128437642,0.5125185242223402,0.4561324283338602,0.07381580471992492,0.271690642580558,0.387340356448338,0.3190175151824762
182,0.04740238441154361,0.2177208886541562,0.4860917864734259,0.41362736970245684,0.0751064121723175,0.2740554935924458,0.38791187949832784,0.32507930648729855
184,0.04739893432706595,0.21771296416202773,0.4898669400405072,0.4151233632061866,0.06721236109733582,0.2592534719656835,0.3887989005317105,0.32534299001433287
188,0.04381106365472078,0.20931092714294827,0.534967022859809,0.4725717005294932,0.06708934307098388,0.2590161058158842,0.38979602602043717,0.3226329093198134
191,0.04315778985619545,0.2077445305517627,0.5467350484395925,0.4992501412118562,0.07372373938560486,0.27152116102905527,0.39616437625634787,0.3272766692125846
194,0.047586955688893796,0.21814434625704687,0.48488273266228815,0.41875671104646767,0.08220337927341462,0.2867113179436137,0.39929889075731034,0.33516959612181196
197,0.04710812643170357,0.21704406564185066,0.4893171336742025,0.4233921060223549,0.07189833372831345,0.26813864219925027,0.3984792015818446,0.3300043288089063
200,0.04665339570492506,0.21599397379810434,0.4985732938534056,0.4295908822133533,0.06457462906837463,0.2541153831744487,0.3912664140199852,0.3258644974344674
203,0.044310967065393926,0.2105017036986636,0.5286028748089826,0.4713431971499474,0.07442498952150345,0.2728094391124485,0.3960140583630883,0.3267961792299887
205,0.044827657658606766,0.2117254310532188,0.5219371495204943,0.4519341529604354,0.0687754325568676,0.26225070576325404,0.3959027576643406,0.33100925602860376
208,0.04333419660106301,0.20816867531527908,0.5440340560217732,0.48419242605487817,0.06669511198997498,0.25825397162344194,0.3935253523000346,0.32860387629865734
212,0.04619273934513331,0.2149249608130324,0.5076297557593201,0.4448221817804829,0.07306833863258362,0.27031155781433663,0.403182805381686,0.3388113586118527
214,0.04509636452421546,0.21235904714457676,0.5168293214090519,0.45699710025457563,0.06753945797681808,0.2598835485352742,0.40264834495962387,0.3404989331848724
217,0.04408065797761083,0.20995394331529277,0.5317555679900304,0.4737244209472759,0.06758074164390564,0.2599629652304001,0.40326056794800347,0.3435488726475694
220,0.043449152074754235,0.208444601591736,0.5437262327062096,0.495171868879363,0.07312431037425995,0.2704150748254465,0.4110912810134031,0.3480842293125597
223,0.043268583714962006,0.2080110179786794,0.5436491340320369,0.4902992830751001,0.07071956396102905,0.26593150572165314,0.41123249984084337,0.34752463427185354
226,0.04354405179619789,0.20867211528833576,0.5404673195815395,0.48788301738273704,0.06294013038277627,0.2508787141718204,0.40527730327662775,0.3444336773716179
229,0.04438442336395383,0.21067610970441553,0.5284665996838993,0.4712771874665511,0.07357846349477767,0.2712535047053355,0.4111468590897502,0.35425735366212996
232,0.04283854672685265,0.20697474872561353,0.5505646531929924,0.48479486741294775,0.06610421314835549,0.2571074010087507,0.40963087330568004,0.3514095715701593
235,0.04153170008212328,0.20379327613795417,0.5689629647815807,0.5153241628777953,0.06350229084491729,0.2519966110300564,0.4119007278654215,0.35169669363293
238,0.0434287847019732,0.2083957407598052,0.5455330794334805,0.49130014002223993,0.0686672292649746,0.2620443245574113,0.41553633301981263,0.35407863482714
241,0.042751384619623425,0.2067640793761988,0.5536577028127597,0.48824165321114754,0.06613544449210167,0.25716812271213085,0.415126011839389,0.3567711366198572
244,0.04463863261044025,0.2112785662236047,0.5285710525743232,0.4607159814467472,0.06618723720312118,0.25726880382679934,0.42119407692435323,0.3636444872245519
247,0.04370735706761479,0.2090630443130272,0.5389465479959112,0.47075572470066457,0.07219597548246384,0.2686930849106728,0.4246126104472571,0.3719680972279354
250,0.04459165520966053,0.21116736344271067,0.5309784184453676,0.46726991445371635,0.068779157102108,0.2622578063577676,0.4253502678265081,0.3673477758709006
253,0.04578104084357619,0.21396504515269618,0.5115239674976201,0.44470989207634215,0.06587903276085853,0.256669109052825,0.427006358274416,0.371332326946086
256,0.043384322617203,0.2082890360421665,0.5423775427870767,0.4772353167049739,0.0674583412706852,0.2597274307630917,0.42533962467718944,0.3737582153948017
259,0.045112436451017854,0.2123968866032703,0.5208048754009748,0.4544656609398652,0.0670298270881176,0.2589011951136695,0.424455685057846,0.3689240173991724
262,0.04271397395059466,0.20667359362807072,0.5547075096111572,0.49136182382832627,0.06923780217766762,0.2631307737899985,0.42911435160418154,0.3758881923298456
265,0.04268339853733778,0.20659960904605967,0.5540200242417583,0.5026273925377405,0.06313408762216569,0.2512649772268157,0.43192817322799315,0.37989032230683323
268,0.04284687479957938,0.20699486757166283,0.5556857486307718,0.49608934396914744,0.06032599434256554,0.24561350974760776,0.42955801531003274,0.37969695438700807
271,0.043733435310423376,0.20912540524296697,0.5418933457757633,0.4922958928919188,0.06446431949734688,0.25389824848883746,0.43869194118076893,0.3865146384693289
274,0.04479790069162846,0.21165514533554514,0.5275702064472563,0.45842931421408456,0.06155584454536438,0.2481045067254338,0.43449635226058575,0.3777076086663824
