second,train_MSELoss,train_RMSE,train_PLCC,train_SROCC,test_MSELoss,test_RMSE,test_PLCC,test_SROCC
3,0.3673080027103424,0.6060594039269942,0.061024950680008044,0.07038164681462572,0.33315653204917905,0.5771971209268619,-0.04778651896597029,-0.03193099302113385
5,0.35899077355861664,0.5991583872928453,-0.05738718104739771,-0.05506866279335186,0.3256880760192871,0.5706908773152068,-0.11243795927217469,-0.09869616190400068
8,0.3512850895524025,0.5926930805167389,0.03868466748833522,0.04144138483943457,0.3189962089061737,0.5647974842461612,-0.10553956129705548,-0.06296507632831903
11,0.34431065768003466,0.5867799002184936,0.019194912614773123,0.021757584825480736,0.3127412497997284,0.5592327397338746,-0.04921173835763409,-0.031047683708091346
14,0.33772655576467514,0.5811424592860205,0.023536051917258407,0.02308016079494182,0.30680582523345945,0.553900547336061,0.08197419972194088,0.07221881273484866
16,0.331342251598835,0.5756233558050466,0.04267000648298925,0.03543562056212746,0.3008963823318481,0.5485402335027767,0.16937714104189483,0.14687802219128188
19,0.3248332001268864,0.5699414005778571,0.051292812262766996,0.048711715897785474,0.2947500169277191,0.5429088389753737,0.19406757231074248,0.1613602638163159
21,0.31793150305747986,0.563854147877316,0.03186276197575403,0.03734008542601808,0.28806918263435366,0.5367207589067682,0.18141472005837417,0.16001746243544399
24,0.31037175953388213,0.5571101863756891,0.004959518935403346,0.013996745932324297,0.2807176887989044,0.529827978948185,0.15142314171895635,0.1412978992216362
27,0.3020442724227905,0.5495855469033021,-0.020333134750949278,-0.02221061813500753,0.27263193726539614,0.5221416839392587,0.007985504695509557,-0.0257767451764788
29,0.29288830012083056,0.5411915581845571,-0.0076509630425938575,-0.011691773698970682,0.26387216746807096,0.5136848854670786,-0.11259426785466582,-0.12780084529987737
32,0.2829583488404751,0.5319382986652547,0.03787415621031196,0.038333917136135556,0.2544866353273392,0.5044666767458308,-0.13872618373834308,-0.1537261395252656
35,0.27240907549858095,0.5219282266141375,-0.007344657812830481,-0.01952399295129083,0.2444252073764801,0.4943937752640195,-0.1487538418510541,-0.17454507644231806
37,0.2611497662961483,0.5110281385212547,0.007693522934968347,-0.0006828249497914975,0.23395458459854127,0.48368850959934384,-0.14815573676877208,-0.1769431185399246
40,0.24944736510515214,0.4994470614690948,-0.01795843980837874,-0.015501885756522418,0.22304972112178803,0.47228139637520083,-0.15200059461900678,-0.16783631699708476
43,0.23730131164193152,0.4871358238826896,-0.018752810515782738,-0.022429906071456895,0.21187778413295746,0.4603018418563425,-0.15561962317543138,-0.16484889694164276
45,0.2249508187174797,0.4742898010905132,-0.10483921999219532,-0.11380866970208278,0.20041421949863433,0.4476764724600632,-0.16325899922154358,-0.16909253272248695
48,0.2122851125895977,0.4607440843887188,-0.12009692715383924,-0.127368007486195,0.1889526814222336,0.43468687552478713,-0.16366547314161162,-0.1669631916192941
